time	I(R_load)
Step Information: Rload=500m  (Step: 1/2)
6.118025013425812e-04	5.997139e+00
6.118125013425813e-04	5.997075e+00
6.118225013425813e-04	5.997010e+00
6.118325013425814e-04	5.996946e+00
6.118425013425814e-04	5.996881e+00
6.118525013425815e-04	5.996818e+00
6.118625013425815e-04	5.996753e+00
6.118725013425816e-04	5.996689e+00
6.118825013425816e-04	5.996625e+00
6.118925013425817e-04	5.996561e+00
6.119025013425817e-04	5.996496e+00
6.119125013425818e-04	5.996432e+00
6.119225013425818e-04	5.996368e+00
6.119325013425819e-04	5.996304e+00
6.119425013425819e-04	5.996239e+00
6.119525013425819e-04	5.996175e+00
6.119625013425820e-04	5.996111e+00
6.119725013425820e-04	5.996047e+00
6.119825013425821e-04	5.995983e+00
6.119925013425821e-04	5.995918e+00
6.120025013425822e-04	5.995854e+00
6.120125013425822e-04	5.995790e+00
6.120225013425823e-04	5.995726e+00
6.120325013425823e-04	5.995661e+00
6.120425013425824e-04	5.995597e+00
6.120525013425824e-04	5.995533e+00
6.120625013425825e-04	5.995469e+00
6.120725013425825e-04	5.995404e+00
6.120825013425826e-04	5.995340e+00
6.120925013425826e-04	5.995276e+00
6.121025013425827e-04	5.995212e+00
6.121125013425827e-04	5.995147e+00
6.121225013425828e-04	5.995083e+00
6.121325013425828e-04	5.995019e+00
6.121425013425829e-04	5.994955e+00
6.121525013425829e-04	5.994891e+00
6.121625013425830e-04	5.994826e+00
6.121725013425830e-04	5.994762e+00
6.121825013425831e-04	5.994698e+00
6.121925013425831e-04	5.994634e+00
6.122025013425832e-04	5.994569e+00
6.122125013425832e-04	5.994505e+00
6.122225013425833e-04	5.994441e+00
6.122325013425833e-04	5.994377e+00
6.122425013425834e-04	5.994312e+00
6.122525013425834e-04	5.994248e+00
6.122625013425835e-04	5.994184e+00
6.122725013425835e-04	5.994120e+00
6.122825013425836e-04	5.994055e+00
6.122925013425836e-04	5.993991e+00
6.123025013425837e-04	5.993927e+00
6.123125013425837e-04	5.993863e+00
6.123225013425838e-04	5.993799e+00
6.123325013425838e-04	5.993734e+00
6.123425013425839e-04	5.993670e+00
6.123525013425839e-04	5.993606e+00
6.123625013425840e-04	5.993542e+00
6.123725013425840e-04	5.993477e+00
6.123825013425841e-04	5.993413e+00
6.123925013425841e-04	5.993349e+00
6.124025013425842e-04	5.993285e+00
6.124125013425842e-04	5.993220e+00
6.124225013425843e-04	5.993156e+00
6.124325013425843e-04	5.993092e+00
6.124425013425844e-04	5.993028e+00
6.124525013425844e-04	5.992963e+00
6.124625013425844e-04	5.992899e+00
6.124725013425845e-04	5.992835e+00
6.124825013425845e-04	5.992771e+00
6.124925013425846e-04	5.992707e+00
6.125025013425846e-04	5.992642e+00
6.125125013425847e-04	5.992578e+00
6.125225013425847e-04	5.992514e+00
6.125325013425848e-04	5.992450e+00
6.125425013425848e-04	5.992385e+00
6.125525013425849e-04	5.992321e+00
6.125625013425849e-04	5.992257e+00
6.125725013425850e-04	5.992193e+00
6.125825013425850e-04	5.992128e+00
6.125925013425851e-04	5.992064e+00
6.126025013425851e-04	5.992000e+00
6.126125013425852e-04	5.991936e+00
6.126225013425852e-04	5.991871e+00
6.126325013425853e-04	5.991807e+00
6.126425013425853e-04	5.991743e+00
6.126525013425854e-04	5.991679e+00
6.126625013425854e-04	5.991615e+00
6.126725013425855e-04	5.991550e+00
6.126825013425855e-04	5.991486e+00
6.126925013425856e-04	5.991422e+00
6.127025013425856e-04	5.991358e+00
6.127125013425857e-04	5.991293e+00
6.127225013425857e-04	5.991229e+00
6.127325013425858e-04	5.991165e+00
6.127425013425858e-04	5.991101e+00
6.127525013425859e-04	5.991036e+00
6.127625013425859e-04	5.990973e+00
6.127725013425860e-04	5.990908e+00
6.127825013425860e-04	5.990844e+00
6.127925013425861e-04	5.990779e+00
6.128025013425861e-04	5.990716e+00
6.128125013425862e-04	5.990651e+00
6.128225013425862e-04	5.990587e+00
6.128325013425863e-04	5.990523e+00
6.128425013425863e-04	5.990458e+00
6.128525013425864e-04	5.990394e+00
6.128625013425864e-04	5.990330e+00
6.128725013425865e-04	5.990266e+00
6.128825013425865e-04	5.990201e+00
6.128925013425866e-04	5.990137e+00
6.129025013425866e-04	5.990073e+00
6.129125013425867e-04	5.990009e+00
6.129225013425867e-04	5.989944e+00
6.129325013425868e-04	5.989881e+00
6.129425013425868e-04	5.989816e+00
6.129525013425869e-04	5.989752e+00
6.129625013425869e-04	5.989687e+00
6.129725013425870e-04	5.989624e+00
6.129825013425870e-04	5.989559e+00
6.129925013425870e-04	5.989495e+00
6.130025013425871e-04	5.989431e+00
6.130125013425871e-04	5.989367e+00
6.130225013425872e-04	5.989302e+00
6.130325013425872e-04	5.989238e+00
6.130425013425873e-04	5.989174e+00
6.130525013425873e-04	5.989110e+00
6.130625013425874e-04	5.989045e+00
6.130725013425874e-04	5.988981e+00
6.130825013425875e-04	5.988917e+00
6.130925013425875e-04	5.988853e+00
6.131025013425876e-04	5.988789e+00
6.131125013425876e-04	5.988724e+00
6.131225013425877e-04	5.988660e+00
6.131325013425877e-04	5.988595e+00
6.131425013425878e-04	5.988532e+00
6.131525013425878e-04	5.988467e+00
6.131625013425879e-04	5.988403e+00
6.131725013425879e-04	5.988339e+00
6.131825013425880e-04	5.988275e+00
6.131925013425880e-04	5.988210e+00
6.132025013425881e-04	5.988146e+00
6.132125013425881e-04	5.988082e+00
6.132225013425882e-04	5.988018e+00
6.132325013425882e-04	5.987953e+00
6.132425013425883e-04	5.987889e+00
6.132525013425883e-04	5.987825e+00
6.132625013425884e-04	5.987761e+00
6.132725013425884e-04	5.987697e+00
6.132825013425885e-04	5.987632e+00
6.132925013425885e-04	5.987568e+00
6.133025013425886e-04	5.987504e+00
6.133125013425886e-04	5.987440e+00
6.133225013425887e-04	5.987375e+00
6.133325013425887e-04	5.987311e+00
6.133425013425888e-04	5.987247e+00
6.133525013425888e-04	5.987183e+00
6.133625013425889e-04	5.987118e+00
6.133725013425889e-04	5.987054e+00
6.133825013425890e-04	5.986990e+00
6.133925013425890e-04	5.986926e+00
6.134025013425891e-04	5.986861e+00
6.134125013425891e-04	5.986797e+00
6.134225013425892e-04	5.986733e+00
6.134325013425892e-04	5.986669e+00
6.134425013425893e-04	5.986605e+00
6.134525013425893e-04	5.986540e+00
6.134625013425894e-04	5.986476e+00
6.134725013425894e-04	5.986412e+00
6.134825013425895e-04	5.986348e+00
6.134925013425895e-04	5.986283e+00
6.135025013425895e-04	5.986219e+00
6.135125013425896e-04	5.986155e+00
6.135225013425896e-04	5.986091e+00
6.135325013425897e-04	5.986026e+00
6.135425013425897e-04	5.985962e+00
6.135525013425898e-04	5.985898e+00
6.135625013425898e-04	5.985834e+00
6.135725013425899e-04	5.985769e+00
6.135825013425899e-04	5.985705e+00
6.135925013425900e-04	5.985641e+00
6.136025013425900e-04	5.985577e+00
6.136125013425901e-04	5.985513e+00
6.136225013425901e-04	5.985448e+00
6.136325013425902e-04	5.985384e+00
6.136425013425902e-04	5.985320e+00
6.136525013425903e-04	5.985256e+00
6.136625013425903e-04	5.985191e+00
6.136725013425904e-04	5.985127e+00
6.136825013425904e-04	5.985063e+00
6.136925013425905e-04	5.984999e+00
6.137025013425905e-04	5.984934e+00
6.137125013425906e-04	5.984870e+00
6.137225013425906e-04	5.984806e+00
6.137325013425907e-04	5.984742e+00
6.137425013425907e-04	5.984677e+00
6.137525013425908e-04	5.984613e+00
6.137625013425908e-04	5.984549e+00
6.137725013425909e-04	5.984485e+00
6.137825013425909e-04	5.984421e+00
6.137925013425910e-04	5.984356e+00
6.138025013425910e-04	5.984292e+00
6.138125013425911e-04	5.984228e+00
6.138225013425911e-04	5.984164e+00
6.138325013425912e-04	5.984099e+00
6.138425013425912e-04	5.984035e+00
6.138525013425913e-04	5.983971e+00
6.138625013425913e-04	5.983907e+00
6.138725013425914e-04	5.983842e+00
6.138825013425914e-04	5.983778e+00
6.138925013425915e-04	5.983714e+00
6.139025013425915e-04	5.983650e+00
6.139125013425916e-04	5.983585e+00
6.139225013425916e-04	5.983521e+00
6.139325013425917e-04	5.983457e+00
6.139425013425917e-04	5.983393e+00
6.139525013425918e-04	5.983328e+00
6.139625013425918e-04	5.983264e+00
6.139725013425919e-04	5.983200e+00
6.139825013425919e-04	5.983136e+00
6.139925013425920e-04	5.983072e+00
6.140025013425920e-04	5.983007e+00
6.140125013425920e-04	5.982943e+00
6.140225013425921e-04	5.982879e+00
6.140325013425921e-04	5.982815e+00
6.140425013425922e-04	5.982750e+00
6.140525013425922e-04	5.982686e+00
6.140625013425923e-04	5.982622e+00
6.140725013425923e-04	5.982558e+00
6.140825013425924e-04	5.982493e+00
6.140925013425924e-04	5.982430e+00
6.141025013425925e-04	5.982365e+00
6.141125013425925e-04	5.982301e+00
6.141225013425926e-04	5.982236e+00
6.141325013425926e-04	5.982172e+00
6.141425013425927e-04	5.982108e+00
6.141525013425927e-04	5.982044e+00
6.141625013425928e-04	5.981980e+00
6.141725013425928e-04	5.981915e+00
6.141825013425929e-04	5.981851e+00
6.141925013425929e-04	5.981787e+00
6.142025013425930e-04	5.981723e+00
6.142125013425930e-04	5.981658e+00
6.142225013425931e-04	5.981594e+00
6.142325013425931e-04	5.981530e+00
6.142425013425932e-04	5.981466e+00
6.142525013425932e-04	5.981401e+00
6.142625013425933e-04	5.981337e+00
6.142725013425933e-04	5.981273e+00
6.142825013425934e-04	5.981209e+00
6.142925013425934e-04	5.981144e+00
6.143025013425935e-04	5.981081e+00
6.143125013425935e-04	5.981016e+00
6.143225013425936e-04	5.980952e+00
6.143325013425936e-04	5.980887e+00
6.143425013425937e-04	5.980824e+00
6.143525013425937e-04	5.980759e+00
6.143625013425938e-04	5.980695e+00
6.143725013425938e-04	5.980631e+00
6.143825013425939e-04	5.980567e+00
6.143925013425939e-04	5.980502e+00
6.144025013425940e-04	5.980438e+00
6.144125013425940e-04	5.980374e+00
6.144225013425941e-04	5.980309e+00
6.144325013425941e-04	5.980245e+00
6.144425013425942e-04	5.980181e+00
6.144525013425942e-04	5.980117e+00
6.144625013425943e-04	5.980052e+00
6.144725013425943e-04	5.979988e+00
6.144825013425944e-04	5.979924e+00
6.144925013425944e-04	5.979860e+00
6.145025013425945e-04	5.979795e+00
6.145125013425945e-04	5.979732e+00
6.145225013425946e-04	5.979667e+00
6.145325013425946e-04	5.979603e+00
6.145425013425946e-04	5.979538e+00
6.145525013425947e-04	5.979475e+00
6.145625013425947e-04	5.979410e+00
6.145725013425948e-04	5.979346e+00
6.145825013425948e-04	5.979282e+00
6.145925013425949e-04	5.979218e+00
6.146025013425949e-04	5.979153e+00
6.146125013425950e-04	5.979089e+00
6.146225013425950e-04	5.979025e+00
6.146325013425951e-04	5.978961e+00
6.146425013425951e-04	5.978896e+00
6.146525013425952e-04	5.978832e+00
6.146625013425952e-04	5.978768e+00
6.146725013425953e-04	5.978703e+00
6.146825013425953e-04	5.978639e+00
6.146925013425954e-04	5.978575e+00
6.147025013425954e-04	5.978511e+00
6.147125013425955e-04	5.978446e+00
6.147225013425955e-04	5.978383e+00
6.147325013425956e-04	5.978318e+00
6.147425013425956e-04	5.978254e+00
6.147525013425957e-04	5.978189e+00
6.147625013425957e-04	5.978126e+00
6.147725013425958e-04	5.978061e+00
6.147825013425958e-04	5.977997e+00
6.147925013425959e-04	5.977933e+00
6.148025013425959e-04	5.977869e+00
6.148125013425960e-04	5.977804e+00
6.148225013425960e-04	5.977740e+00
6.148325013425961e-04	5.977676e+00
6.148425013425961e-04	5.977612e+00
6.148525013425962e-04	5.977547e+00
6.148625013425962e-04	5.977483e+00
6.148725013425963e-04	5.977419e+00
6.148825013425963e-04	5.977355e+00
6.148925013425964e-04	5.977290e+00
6.149025013425964e-04	5.977226e+00
6.149125013425965e-04	5.977162e+00
6.149225013425965e-04	5.977098e+00
6.149325013425966e-04	5.977034e+00
6.149425013425966e-04	5.976969e+00
6.149525013425967e-04	5.976905e+00
6.149625013425967e-04	5.976840e+00
6.149725013425968e-04	5.976777e+00
6.149825013425968e-04	5.976712e+00
6.149925013425969e-04	5.976648e+00
6.150025013425969e-04	5.976584e+00
6.150125013425970e-04	5.976520e+00
6.150225013425970e-04	5.976455e+00
6.150325013425971e-04	5.976391e+00
6.150425013425971e-04	5.976327e+00
6.150525013425971e-04	5.976263e+00
6.150625013425972e-04	5.976198e+00
6.150725013425972e-04	5.976134e+00
6.150825013425973e-04	5.976070e+00
6.150925013425973e-04	5.976006e+00
6.151025013425974e-04	5.975941e+00
6.151125013425974e-04	5.975877e+00
6.151225013425975e-04	5.975813e+00
6.151325013425975e-04	5.975749e+00
6.151425013425976e-04	5.975684e+00
6.151525013425976e-04	5.975620e+00
6.151625013425977e-04	5.975556e+00
6.151725013425977e-04	5.975492e+00
6.151825013425978e-04	5.975428e+00
6.151925013425978e-04	5.975363e+00
6.152025013425979e-04	5.975299e+00
6.152125013425979e-04	5.975235e+00
6.152225013425980e-04	5.975171e+00
6.152325013425980e-04	5.975106e+00
6.152425013425981e-04	5.975042e+00
6.152525013425981e-04	5.974978e+00
6.152625013425982e-04	5.974914e+00
6.152725013425982e-04	5.974849e+00
6.152825013425983e-04	5.974785e+00
6.152925013425983e-04	5.974721e+00
6.153025013425984e-04	5.974657e+00
6.153125013425984e-04	5.974592e+00
6.153225013425985e-04	5.974528e+00
6.153325013425985e-04	5.974464e+00
6.153425013425986e-04	5.974400e+00
6.153525013425986e-04	5.974335e+00
6.153625013425987e-04	5.974271e+00
6.153725013425987e-04	5.974207e+00
6.153825013425988e-04	5.974143e+00
6.153925013425988e-04	5.974078e+00
6.154025013425989e-04	5.974014e+00
6.154125013425989e-04	5.973950e+00
6.154225013425990e-04	5.973886e+00
6.154325013425990e-04	5.973822e+00
6.154425013425991e-04	5.973757e+00
6.154525013425991e-04	5.973693e+00
6.154625013425992e-04	5.973629e+00
6.154725013425992e-04	5.973565e+00
6.154825013425993e-04	5.973500e+00
6.154925013425993e-04	5.973436e+00
6.155025013425994e-04	5.973372e+00
6.155125013425994e-04	5.973308e+00
6.155225013425995e-04	5.973243e+00
6.155325013425995e-04	5.973179e+00
6.155425013425996e-04	5.973115e+00
6.155525013425996e-04	5.973051e+00
6.155625013425996e-04	5.972986e+00
6.155725013425997e-04	5.972922e+00
6.155825013425997e-04	5.972858e+00
6.155925013425998e-04	5.972794e+00
6.156025013425998e-04	5.972729e+00
6.156125013425999e-04	5.972665e+00
6.156225013425999e-04	5.972601e+00
6.156325013426000e-04	5.972537e+00
6.156425013426000e-04	5.972472e+00
6.156525013426001e-04	5.972408e+00
6.156625013426001e-04	5.972344e+00
6.156725013426002e-04	5.972280e+00
6.156825013426002e-04	5.972215e+00
6.156925013426003e-04	5.972151e+00
6.157025013426003e-04	5.972087e+00
6.157125013426004e-04	5.972023e+00
6.157225013426004e-04	5.971958e+00
6.157325013426005e-04	5.971894e+00
6.157425013426005e-04	5.971830e+00
6.157525013426006e-04	5.971766e+00
6.157625013426006e-04	5.971702e+00
6.157725013426007e-04	5.971637e+00
6.157825013426007e-04	5.971573e+00
6.157925013426008e-04	5.971509e+00
6.158025013426008e-04	5.971445e+00
6.158125013426009e-04	5.971380e+00
6.158225013426009e-04	5.971316e+00
6.158325013426010e-04	5.971251e+00
6.158425013426010e-04	5.971188e+00
6.158525013426011e-04	5.971123e+00
6.158625013426011e-04	5.971059e+00
6.158725013426012e-04	5.970995e+00
6.158825013426012e-04	5.970931e+00
6.158925013426013e-04	5.970866e+00
6.159025013426013e-04	5.970802e+00
6.159125013426014e-04	5.970738e+00
6.159225013426014e-04	5.970674e+00
6.159325013426015e-04	5.970609e+00
6.159425013426015e-04	5.970545e+00
6.159525013426016e-04	5.970481e+00
6.159625013426016e-04	5.970417e+00
6.159725013426017e-04	5.970352e+00
6.159825013426017e-04	5.970288e+00
6.159925013426018e-04	5.970224e+00
6.160025013426018e-04	5.970160e+00
6.160125013426019e-04	5.970095e+00
6.160225013426019e-04	5.970031e+00
6.160325013426020e-04	5.969967e+00
6.160425013426020e-04	5.969903e+00
6.160525013426021e-04	5.969838e+00
6.160625013426021e-04	5.969774e+00
6.160725013426022e-04	5.969710e+00
6.160825013426022e-04	5.969646e+00
6.160925013426022e-04	5.969581e+00
6.161025013426023e-04	5.969517e+00
6.161125013426023e-04	5.969453e+00
6.161225013426024e-04	5.969388e+00
6.161325013426024e-04	5.969324e+00
6.161425013426025e-04	5.969260e+00
6.161525013426025e-04	5.969196e+00
6.161625013426026e-04	5.969131e+00
6.161725013426026e-04	5.969068e+00
6.161825013426027e-04	5.969003e+00
6.161925013426027e-04	5.968939e+00
6.162025013426028e-04	5.968874e+00
6.162125013426028e-04	5.968811e+00
6.162225013426029e-04	5.968746e+00
6.162325013426029e-04	5.968682e+00
6.162425013426030e-04	5.968617e+00
6.162525013426030e-04	5.968554e+00
6.162625013426031e-04	5.968489e+00
6.162725013426031e-04	5.968425e+00
6.162825013426032e-04	5.968360e+00
6.162925013426032e-04	5.968297e+00
6.163025013426033e-04	5.968232e+00
6.163125013426033e-04	5.968168e+00
6.163225013426034e-04	5.968103e+00
6.163325013426034e-04	5.968040e+00
6.163425013426035e-04	5.967975e+00
6.163525013426035e-04	5.967911e+00
6.163625013426036e-04	5.967847e+00
6.163725013426036e-04	5.967782e+00
6.163825013426037e-04	5.967718e+00
6.163925013426037e-04	5.967654e+00
6.164025013426038e-04	5.967590e+00
6.164125013426038e-04	5.967525e+00
6.164225013426039e-04	5.967461e+00
6.164325013426039e-04	5.967397e+00
6.164425013426040e-04	5.967333e+00
6.164525013426040e-04	5.967268e+00
6.164625013426041e-04	5.967204e+00
6.164725013426041e-04	5.967140e+00
6.164825013426042e-04	5.967076e+00
6.164925013426042e-04	5.967011e+00
6.165025013426043e-04	5.966947e+00
6.165125013426043e-04	5.966883e+00
6.165225013426044e-04	5.966819e+00
6.165325013426044e-04	5.966754e+00
6.165425013426045e-04	5.966690e+00
6.165525013426045e-04	5.966626e+00
6.165625013426046e-04	5.966562e+00
6.165725013426046e-04	5.966497e+00
6.165825013426047e-04	5.966433e+00
6.165925013426047e-04	5.966369e+00
6.166025013426047e-04	5.966305e+00
6.166125013426048e-04	5.966240e+00
6.166225013426048e-04	5.966176e+00
6.166325013426049e-04	5.966112e+00
6.166425013426049e-04	5.966048e+00
6.166525013426050e-04	5.965983e+00
6.166625013426050e-04	5.965919e+00
6.166725013426051e-04	5.965855e+00
6.166825013426051e-04	5.965791e+00
6.166925013426052e-04	5.965726e+00
6.167025013426052e-04	5.965662e+00
6.167125013426053e-04	5.965598e+00
6.167225013426053e-04	5.965534e+00
6.167325013426054e-04	5.965469e+00
6.167425013426054e-04	5.965405e+00
6.167525013426055e-04	5.965341e+00
6.167625013426055e-04	5.965277e+00
6.167725013426056e-04	5.965212e+00
6.167825013426056e-04	5.965148e+00
6.167925013426057e-04	5.965084e+00
6.168025013426057e-04	5.965020e+00
6.168125013426058e-04	5.964955e+00
6.168225013426058e-04	5.964891e+00
6.168325013426059e-04	5.964827e+00
6.168425013426059e-04	5.964763e+00
6.168525013426060e-04	5.964698e+00
6.168625013426060e-04	5.964634e+00
6.168725013426061e-04	5.964570e+00
6.168825013426061e-04	5.964506e+00
6.168925013426062e-04	5.964441e+00
6.169025013426062e-04	5.964377e+00
6.169125013426063e-04	5.964313e+00
6.169225013426063e-04	5.964249e+00
6.169325013426064e-04	5.964184e+00
6.169425013426064e-04	5.964120e+00
6.169525013426065e-04	5.964056e+00
6.169625013426065e-04	5.963992e+00
6.169725013426066e-04	5.963927e+00
6.169825013426066e-04	5.963863e+00
6.169925013426067e-04	5.963799e+00
6.170025013426067e-04	5.963735e+00
6.170125013426068e-04	5.963670e+00
6.170225013426068e-04	5.963606e+00
6.170325013426069e-04	5.963542e+00
6.170425013426069e-04	5.963478e+00
6.170525013426070e-04	5.963413e+00
6.170625013426070e-04	5.963349e+00
6.170725013426071e-04	5.963285e+00
6.170825013426071e-04	5.963221e+00
6.170925013426072e-04	5.963156e+00
6.171025013426072e-04	5.963092e+00
6.171125013426072e-04	5.963028e+00
6.171225013426073e-04	5.962964e+00
6.171325013426073e-04	5.962899e+00
6.171425013426074e-04	5.962835e+00
6.171525013426074e-04	5.962771e+00
6.171625013426075e-04	5.962707e+00
6.171725013426075e-04	5.962642e+00
6.171825013426076e-04	5.962578e+00
6.171925013426076e-04	5.962514e+00
6.172025013426077e-04	5.962450e+00
6.172125013426077e-04	5.962385e+00
6.172225013426078e-04	5.962321e+00
6.172325013426078e-04	5.962257e+00
6.172425013426079e-04	5.962193e+00
6.172525013426079e-04	5.962128e+00
6.172625013426080e-04	5.962064e+00
6.172725013426080e-04	5.962000e+00
6.172825013426081e-04	5.961936e+00
6.172925013426081e-04	5.961871e+00
6.173025013426082e-04	5.961807e+00
6.173125013426082e-04	5.961743e+00
6.173225013426083e-04	5.961679e+00
6.173325013426083e-04	5.961614e+00
6.173425013426084e-04	5.961550e+00
6.173525013426084e-04	5.961485e+00
6.173625013426085e-04	5.961421e+00
6.173725013426085e-04	5.961357e+00
6.173825013426086e-04	5.961293e+00
6.173925013426086e-04	5.961228e+00
6.174025013426087e-04	5.961164e+00
6.174125013426087e-04	5.961100e+00
6.174225013426088e-04	5.961036e+00
6.174325013426088e-04	5.960971e+00
6.174425013426089e-04	5.960907e+00
6.174525013426089e-04	5.960843e+00
6.174625013426090e-04	5.960779e+00
6.174725013426090e-04	5.960714e+00
6.174825013426091e-04	5.960650e+00
6.174925013426091e-04	5.960586e+00
6.175025013426092e-04	5.960522e+00
6.175125013426092e-04	5.960457e+00
6.175225013426093e-04	5.960393e+00
6.175325013426093e-04	5.960329e+00
6.175425013426094e-04	5.960265e+00
6.175525013426094e-04	5.960200e+00
6.175625013426095e-04	5.960136e+00
6.175725013426095e-04	5.960072e+00
6.175825013426096e-04	5.960008e+00
6.175925013426096e-04	5.959943e+00
6.176025013426097e-04	5.959879e+00
6.176125013426097e-04	5.959815e+00
6.176225013426098e-04	5.959751e+00
6.176325013426098e-04	5.959686e+00
6.176425013426098e-04	5.959622e+00
6.176525013426099e-04	5.959558e+00
6.176625013426099e-04	5.959494e+00
6.176725013426100e-04	5.959429e+00
6.176825013426100e-04	5.959365e+00
6.176925013426101e-04	5.959301e+00
6.177025013426101e-04	5.959237e+00
6.177125013426102e-04	5.959172e+00
6.177225013426102e-04	5.959108e+00
6.177325013426103e-04	5.959044e+00
6.177425013426103e-04	5.958980e+00
6.177525013426104e-04	5.958915e+00
6.177625013426104e-04	5.958851e+00
6.177725013426105e-04	5.958786e+00
6.177825013426105e-04	5.958723e+00
6.177925013426106e-04	5.958658e+00
6.178025013426106e-04	5.958594e+00
6.178125013426107e-04	5.958529e+00
6.178225013426107e-04	5.958466e+00
6.178325013426108e-04	5.958401e+00
6.178425013426108e-04	5.958337e+00
6.178525013426109e-04	5.958272e+00
6.178625013426109e-04	5.958209e+00
6.178725013426110e-04	5.958144e+00
6.178825013426110e-04	5.958080e+00
6.178925013426111e-04	5.958015e+00
6.179025013426111e-04	5.957951e+00
6.179125013426112e-04	5.957887e+00
6.179225013426112e-04	5.957823e+00
6.179325013426113e-04	5.957758e+00
6.179425013426113e-04	5.957694e+00
6.179525013426114e-04	5.957630e+00
6.179625013426114e-04	5.957566e+00
6.179725013426115e-04	5.957501e+00
6.179825013426115e-04	5.957437e+00
6.179925013426116e-04	5.957373e+00
6.180025013426116e-04	5.957309e+00
6.180125013426117e-04	5.957244e+00
6.180225013426117e-04	5.957180e+00
6.180325013426118e-04	5.957116e+00
6.180425013426118e-04	5.957052e+00
6.180525013426119e-04	5.956987e+00
6.180625013426119e-04	5.956923e+00
6.180725013426120e-04	5.956859e+00
6.180825013426120e-04	5.956795e+00
6.180925013426121e-04	5.956730e+00
6.181025013426121e-04	5.956666e+00
6.181125013426122e-04	5.956602e+00
6.181225013426122e-04	5.956537e+00
6.181325013426123e-04	5.956473e+00
6.181425013426123e-04	5.956409e+00
6.181525013426123e-04	5.956345e+00
6.181625013426124e-04	5.956280e+00
6.181725013426124e-04	5.956216e+00
6.181825013426125e-04	5.956152e+00
6.181925013426125e-04	5.956088e+00
6.182025013426126e-04	5.956023e+00
6.182125013426126e-04	5.955959e+00
6.182225013426127e-04	5.955895e+00
6.182325013426127e-04	5.955831e+00
6.182425013426128e-04	5.955766e+00
6.182525013426128e-04	5.955702e+00
6.182625013426129e-04	5.955638e+00
6.182725013426129e-04	5.955574e+00
6.182825013426130e-04	5.955509e+00
6.182925013426130e-04	5.955445e+00
6.183025013426131e-04	5.955380e+00
6.183125013426131e-04	5.955317e+00
6.183225013426132e-04	5.955252e+00
6.183325013426132e-04	5.955188e+00
6.183425013426133e-04	5.955123e+00
6.183525013426133e-04	5.955060e+00
6.183625013426134e-04	5.954995e+00
6.183725013426134e-04	5.954931e+00
6.183825013426135e-04	5.954866e+00
6.183925013426135e-04	5.954802e+00
6.184025013426136e-04	5.954738e+00
6.184125013426136e-04	5.954674e+00
6.184225013426137e-04	5.954609e+00
6.184325013426137e-04	5.954545e+00
6.184425013426138e-04	5.954481e+00
6.184525013426138e-04	5.954417e+00
6.184625013426139e-04	5.954352e+00
6.184725013426139e-04	5.954288e+00
6.184825013426140e-04	5.954224e+00
6.184925013426140e-04	5.954160e+00
6.185025013426141e-04	5.954095e+00
6.185125013426141e-04	5.954031e+00
6.185225013426142e-04	5.953967e+00
6.185325013426142e-04	5.953902e+00
6.185425013426143e-04	5.953838e+00
6.185525013426143e-04	5.953774e+00
6.185625013426144e-04	5.953710e+00
6.185725013426144e-04	5.953645e+00
6.185825013426145e-04	5.953581e+00
6.185925013426145e-04	5.953517e+00
6.186025013426146e-04	5.953453e+00
6.186125013426146e-04	5.953388e+00
6.186225013426147e-04	5.953324e+00
6.186325013426147e-04	5.953260e+00
6.186425013426148e-04	5.953196e+00
6.186525013426148e-04	5.953131e+00
6.186625013426148e-04	5.953067e+00
6.186725013426149e-04	5.953002e+00
6.186825013426149e-04	5.952939e+00
6.186925013426150e-04	5.952874e+00
6.187025013426150e-04	5.952810e+00
6.187125013426151e-04	5.952745e+00
6.187225013426151e-04	5.952681e+00
6.187325013426152e-04	5.952617e+00
6.187425013426152e-04	5.952553e+00
6.187525013426153e-04	5.952488e+00
6.187625013426153e-04	5.952424e+00
6.187725013426154e-04	5.952360e+00
6.187825013426154e-04	5.952296e+00
6.187925013426155e-04	5.952231e+00
6.188025013426155e-04	5.952167e+00
6.188125013426156e-04	5.952103e+00
6.188225013426156e-04	5.952038e+00
6.188325013426157e-04	5.951974e+00
6.188425013426157e-04	5.951910e+00
6.188525013426158e-04	5.951846e+00
6.188625013426158e-04	5.951781e+00
6.188725013426159e-04	5.951717e+00
6.188825013426159e-04	5.951653e+00
6.188925013426160e-04	5.951589e+00
6.189025013426160e-04	5.951524e+00
6.189125013426161e-04	5.951460e+00
6.189225013426161e-04	5.951396e+00
6.189325013426162e-04	5.951332e+00
6.189425013426162e-04	5.951267e+00
6.189525013426163e-04	5.951203e+00
6.189625013426163e-04	5.951138e+00
6.189725013426164e-04	5.951075e+00
6.189825013426164e-04	5.951010e+00
6.189925013426165e-04	5.950946e+00
6.190025013426165e-04	5.950881e+00
6.190125013426166e-04	5.950817e+00
6.190225013426166e-04	5.950753e+00
6.190325013426167e-04	5.950689e+00
6.190425013426167e-04	5.950624e+00
6.190525013426168e-04	5.950560e+00
6.190625013426168e-04	5.950496e+00
6.190725013426169e-04	5.950432e+00
6.190825013426169e-04	5.950367e+00
6.190925013426170e-04	5.950303e+00
6.191025013426170e-04	5.950239e+00
6.191125013426171e-04	5.950174e+00
6.191225013426171e-04	5.950110e+00
6.191325013426172e-04	5.950046e+00
6.191425013426172e-04	5.949982e+00
